Offspring ID,Loci typed,First parent non-exclusion probability,Parent pair non-exclusion probability,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
MR12TH_049,11, 6.50071404502857E-0008, 1.16540451250388E-0019,
MR12TH_050,11, 9.82775981807753E-0008, 4.24714509240443E-0019,
MR12TH_051,11, 2.11935892393765E-0007, 4.29460932731387E-0018,MR09A_0524,11,11,4,-8.89893521119687E-0001, 0.00000000000000E+0000,,MR09A_0051,11,11,4,-5.63785640061228E+0000, 0.00000000000000E+0000,,11,6, 7.00018694436646E-0001, 7.00018694436646E-0001,-,
MR12TH_052,11, 1.99489844681833E-0008, 1.38476129169974E-0020,
MR12TH_053,11, 2.15028853670275E-0008, 1.41972214866316E-0018,
MR12TH_054,11, 6.94973276358643E-0009, 8.55925724743709E-0022,
MR12TH_055,11, 4.74122746547521E-0007, 9.86610822336261E-0017,MR09A_0970,11,11,4,-2.39159867309479E+0000, 0.00000000000000E+0000,,MR09A_0370,11,11,4,-4.09885839300063E+0000, 0.00000000000000E+0000,,11,6, 1.94740434779141E-0001, 1.94740434779141E-0001,-,
MR12TH_056,11, 1.90193094106668E-0007, 1.69549501504170E-0018,
MR12TH_057,11, 9.07986562466428E-0010, 2.26849000872047E-0021,
MR12TH_058,11, 3.02591858502038E-0008, 2.31339789666365E-0019,
MR12TH_059,11, 6.69309903530133E-0008, 1.85383799045035E-0018,MR09A_0205,11,11,4,-4.58668357662278E+0000, 0.00000000000000E+0000,,MR09A_0231,11,11,3, 4.69642444923380E-0001, 4.69642444923380E-0001,+,11,5, 2.37697453066762E+0000, 2.00203189632698E+0000,-,
MR12TH_059,11, 6.69309903530133E-0008, 1.85383799045035E-0018,MR09A_0631,11,11,4,-2.94889838765626E+0000, 0.00000000000000E+0000,,MR09A_0231,11,11,3, 4.69642444923380E-0001, 4.69642444923380E-0001,+,11,6, 3.74942634340641E-0001, 0.00000000000000E+0000,,
MR12TH_060,11, 8.21251537932217E-0008, 1.06868740179300E-0018,
MR12TH_061,11, 5.72459153276262E-0008, 1.90105027328001E-0021,
MR12TH_062,11, 3.36705728472298E-0009, 1.68956486880711E-0021,
MR12TH_063,11, 2.81171282559355E-0007, 7.85989500992845E-0018,MR09A_0569,11,11,1, 8.61299924313399E+0000, 8.61299924313399E+0000,*,MR09A_0913,11,11,4,-3.34545478469465E+0000, 0.00000000000000E+0000,,11,6, 1.86201832448572E+0000, 7.79587823611649E-0005,-,
MR12TH_063,11, 2.81171282559355E-0007, 7.85989500992845E-0018,MR09A_0569,11,11,1, 8.61299924313399E+0000, 8.61299924313399E+0000,*,MR09A_1358,11,11,4,-4.33488917001447E+0000, 0.00000000000000E+0000,,11,6, 1.86194036570336E+0000, 0.00000000000000E+0000,,
MR12TH_064,11, 3.70338117458427E-0008, 2.38594032308618E-0019,
MR12TH_065,11, 8.82745801449130E-0008, 2.66266590103491E-0019,MR09A_0507,11,11,4,-1.60424119637544E+0000, 0.00000000000000E+0000,,MR09A_0241,11,11,4,-3.99768351362012E+0000, 0.00000000000000E+0000,,11,6, 3.46414322205317E-0001, 2.75365574776976E-0001,-,
MR12TH_065,11, 8.82745801449130E-0008, 2.66266590103491E-0019,MR09A_0507,11,11,4,-1.60424119637544E+0000, 0.00000000000000E+0000,,MR09A_1199,11,11,4,-4.38039648685337E+0000, 0.00000000000000E+0000,,11,6, 7.10487474283402E-0002, 0.00000000000000E+0000,,
MR12TH_066,11, 1.72500176359418E-0007, 2.05474943215728E-0019,
MR12TH_067,11, 1.15892953992057E-0008, 9.31995654486539E-0020,
MR12TH_068,11, 1.08724374784727E-0007, 2.23871463588621E-0018,MR09A_0200,11,11,4,-5.81629196546507E+0000, 0.00000000000000E+0000,,MR09A_1043,11,11,4,-2.87882601119818E+0000, 0.00000000000000E+0000,,11,5, 2.04466543975864E+0000, 1.18469881204280E+0000,-,
MR12TH_068,11, 1.08724374784727E-0007, 2.23871463588621E-0018,MR09A_0200,11,11,4,-5.81629196546507E+0000, 0.00000000000000E+0000,,MR09A_0582,9,9,3,-3.24074535398012E-0001, 0.00000000000000E+0000,,11,5, 8.59966627715838E-0001, 0.00000000000000E+0000,,
MR12TH_069,11, 3.32423714040782E-0008, 1.76387251892413E-0019,MR09A_0211,11,11,4,-3.13862088967899E-0001, 0.00000000000000E+0000,,MR09A_0056,10,10,5,-6.57259044521482E+0000, 0.00000000000000E+0000,,11,6, 3.14208765315805E-0001, 3.14208765315805E-0001,-,
MR12TH_070,11, 8.61464585965490E-0008, 1.98338002327731E-0018,
MR12TH_071,11, 1.20329471529999E-0007, 1.29226214308268E-0018,MR09A_1092,11,11,5,-8.09128801804634E+0000, 0.00000000000000E+0000,,MR09A_0809,11,11,3, 2.07105793225453E+0000, 1.03197869794112E+0000,+,11,6, 6.93918877829930E-0001, 6.93918877829930E-0001,-,
MR12TH_072,11, 9.03184138248080E-0008, 1.90237893680706E-0019,
MR12TH_073,11, 1.56732279964135E-0007, 2.37978823193134E-0018,
MR12TH_074,11, 5.91929447247742E-0008, 7.86712518305270E-0020,
MR12TH_075,11, 2.73603594360142E-0008, 1.29489297989088E-0019,
MR12TH_076,11, 6.20439256997659E-0008, 7.36492932270374E-0020,
MR12TH_077,11, 3.57981305130430E-0008, 1.64320869964697E-0020,MR09A_0276,10,10,4,-2.54488958026565E+0000, 0.00000000000000E+0000,,MR09A_1231,10,10,2, 3.41155997859637E+0000, 3.41155997859637E+0000,*,11,6, 1.31169744662566E+0000, 1.31169744662566E+0000,-,
MR12TH_078,11, 3.64712066965688E-0007, 4.04268950426507E-0017,MR09A_0991,10,10,4,-5.00193446656122E+0000, 0.00000000000000E+0000,,MR09A_0248,11,11,3, 6.05182980285977E-0001, 0.00000000000000E+0000,,11,5, 2.76098510777294E+0000, 5.25834304413364E-0001,-,
